gid;nom_parc;n_parcel;id_zde;id_parc;id_mat;numero;x_pc;y_pc;etat_icpe;etat_mat;en_service;date_prod;date_demol;id_poste;id_au;ht_max;ht_mat;ht_nacelle;diam_rotor;precis_pos;sys_coord;srce_geom;alt_base;PU_NOMINAL;DATE_REAL;POSTSRCE;ETAT_AU;LEG_MAT;TYPE_EOL;NOM_COM;INSEE_COM;FUSION_COM;COMORIGINE;fid;ID_PC;ID_MAP;ID_S3IC;ID_EOL;MANDATAIRE;TYPE_ETAT;PUISSANCE;ALTITUDE_B;ALTITUDE_S;DEPT;EPSG;X;Y;etat_proce;etat_eolie;INSEE;STATUT;idMat;idParc;codeCom;libCom;codeDep;modele;hauteur;sourceGeom;Xlamb93;Ylamb93;gml_id;x_icpe;y_icpe;d_service;e_adm_mat;n_parc;n_commune;obs;xcoord;ycoord;i_mat_anc;i_parc_anc;i_pc_anc;c_mat_diff;n_mat_diff;departemen;communes;geo_point_;layer
4326;PARC EOLIEN LA LONGUE RIVE BOULIERES;Null;Null;Null;2985;Null;2.23859335065231;50.2267359482573;Null;CO;OUI;Null;Null;Null;Null;135;84;Null;103;Null;EPSG:4326;Null;0;2.85;Null;Null;Null;Null;Null;Null;Null;Null;Null;539;Null;2985;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4327;PARC EOLIEN DE BONNIERES II;Null;Null;Null;2986;Null;592650.95602086;2583879.1255741;Null;CO;OUI;Null;Null;Null;Null;135;84;Null;103;Null;Lambert 2 étendu;Null;0;2.85;Null;Null;Null;Null;Null;Null;Null;Null;Null;540;Null;2986;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4328;PARC EOLIEN DE BONNIERES II;Null;Null;Null;2987;Null;592497.7793333;2583349.1365265;Null;CO;OUI;Null;Null;Null;Null;135;84;Null;103;Null;Lambert 2 étendu;Null;0;2.85;Null;Null;Null;Null;Null;Null;Null;Null;Null;541;Null;2987;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4329;PARC EOLIEN DE BONNIERES II;Null;Null;Null;2988;Null;592395.69973075;2582945.7445168;Null;CO;OUI;Null;Null;Null;Null;135;84;Null;103;Null;Lambert 2 étendu;Null;0;2.85;Null;Null;Null;Null;Null;Null;Null;Null;Null;542;Null;2988;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4330;PARC EOLIEN DE BONNIERES II;Null;Null;Null;2989;Null;592447.71335539;2582522.7614724;Null;CO;OUI;Null;Null;Null;Null;135;84;Null;103;Null;Lambert 2 étendu;Null;0;2.85;Null;Null;Null;Null;Null;Null;Null;Null;Null;543;Null;2989;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4331;PARC EOLIEN LA LONGUE RIVE BOULIERES;Null;Null;Null;2990;Null;2.23561893052658;50.2307444174773;Null;CO;OUI;Null;Null;Null;Null;125;0;Null;90;Null;EPSG:4326;Null;0;3;Null;Null;Null;Null;Null;Null;Null;Null;Null;544;Null;2990;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4332;PARC EOLIEN LA LONGUE RIVE BOULIERES;Null;Null;Null;2991;Null;2.23300962860844;50.2339920273547;Null;CO;OUI;Null;Null;Null;Null;125;0;Null;90;Null;EPSG:4326;Null;0;3;Null;Null;Null;Null;Null;Null;Null;Null;Null;545;Null;2991;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4333;PARC EOLIEN DE BONNIERES I;Null;Null;Null;3008;Null;593769.82178802;2585828.7199587;Null;CO;OUI;Null;Null;Null;Null;135;84;Null;103;Null;Lambert 2 étendu;Null;0;3;Null;Null;Null;Null;Null;Null;Null;Null;Null;546;Null;3008;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4334;PARC EOLIEN DE BONNIERES I;Null;Null;Null;3009;Null;593694.66553743;2585498.307418;Null;CO;OUI;Null;Null;Null;Null;135;84;Null;103;Null;Lambert 2 étendu;Null;0;3;Null;Null;Null;Null;Null;Null;Null;Null;Null;547;Null;3009;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4335;PARC EOLIEN DE BONNIERES I;Null;Null;Null;3010;Null;593721.93259176;2585152.4282708;Null;CO;OUI;Null;Null;Null;Null;135;84;Null;103;Null;Lambert 2 étendu;Null;0;3;Null;Null;Null;Null;Null;Null;Null;Null;Null;548;Null;3010;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4336;PARC EOLIEN DE BONNIERES I;Null;Null;Null;3011;Null;593775.09189096;2584806.6636911;Null;CO;OUI;Null;Null;Null;Null;135;84;Null;103;Null;Lambert 2 étendu;Null;0;3;Null;Null;Null;Null;Null;Null;Null;Null;Null;549;Null;3011;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4337;PARC EOLIEN DE TIGNY NOYELLE;Null;Null;Null;3227;Null;1.71651388224505;50.369699175345;Null;CO;OUI;Null;Null;Null;Null;120;0;Null;71;Null;EPSG:4326;Null;0;2.3;Null;Null;Null;Null;Null;Null;Null;Null;Null;550;Null;3227;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4338;PARC EOLIEN DE TIGNY NOYELLE;Null;Null;Null;3228;Null;1.71465084252265;50.3671771048513;Null;CO;OUI;Null;Null;Null;Null;120;0;Null;71;Null;EPSG:4326;Null;0;2.3;Null;Null;Null;Null;Null;Null;Null;Null;Null;551;Null;3228;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4339;PARC EOLIEN DE TIGNY NOYELLE;Null;Null;Null;3229;Null;1.71283209079616;50.3689894542861;Null;CO;OUI;Null;Null;Null;Null;120;0;Null;71;Null;EPSG:4326;Null;0;2.3;Null;Null;Null;Null;Null;Null;Null;Null;Null;552;Null;3229;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4340;PARC EOLIEN DE TIGNY NOYELLE;Null;Null;Null;3230;Null;1.71017679449364;50.3670737370532;Null;CO;OUI;Null;Null;Null;Null;120;0;Null;71;Null;EPSG:4326;Null;0;2.3;Null;Null;Null;Null;Null;Null;Null;Null;Null;553;Null;3230;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4341;PARC EOLIEN DES QUATRE BUISSONS;Null;Null;Null;3469;Null;2.37037917887613;50.2427277158725;Null;CO;OUI;Null;Null;Null;Null;115;0;Null;80;Null;EPSG:4326;Null;0;2.05;Null;Null;Null;Null;Null;Null;Null;Null;Null;560;Null;3469;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4342;PARC EOLIEN DES QUATRE BUISSONS;Null;Null;Null;3470;Null;2.36233144452726;50.2407428197921;Null;CO;OUI;Null;Null;Null;Null;118;0;Null;80;Null;EPSG:4326;Null;0;2.05;Null;Null;Null;Null;Null;Null;Null;Null;Null;561;Null;3470;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4343;PARC EOLIEN DES QUATRE BUISSONS;Null;Null;Null;3471;Null;2.34662982265021;50.2398548897473;Null;CO;OUI;Null;Null;Null;Null;118;0;Null;80;Null;EPSG:4326;Null;0;2.05;Null;Null;Null;Null;Null;Null;Null;Null;Null;562;Null;3471;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4344;PARC EOLIEN DES QUATRE BUISSONS;Null;Null;Null;3472;Null;2.34985329248105;50.2365093195762;Null;CO;OUI;Null;Null;Null;Null;115;0;Null;80;Null;EPSG:4326;Null;0;2.05;Null;Null;Null;Null;Null;Null;Null;Null;Null;563;Null;3472;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4345;PARC EOLIEN DU PETIT JESUS;Null;Null;Null;3473;Null;2.3381074891757;50.2345331435389;Null;CO;OUI;Null;Null;Null;Null;118;0;Null;80;Null;EPSG:4326;Null;0;2;Null;Null;Null;Null;Null;Null;Null;Null;Null;564;Null;3473;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4346;PARC EOLIEN DU PETIT JESUS;Null;Null;Null;3474;Null;2.34217273938295;50.2303525718725;Null;CO;OUI;Null;Null;Null;Null;107;0;Null;80;Null;EPSG:4326;Null;0;2;Null;Null;Null;Null;Null;Null;Null;Null;Null;565;Null;3474;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4347;PARC EOLIEN PROVIDENCE;Null;Null;Null;3495;Null;1.85937859915744;50.3831953281002;Null;CO;OUI;Null;Null;Null;Null;149;99.5;Null;113;Null;EPSG:4326;Null;0;3;Null;Null;Null;Null;Null;Null;Null;Null;Null;566;Null;3495;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4348;PARC EOLIEN PROVIDENCE;Null;Null;Null;3496;Null;1.8545542988765;50.3858327637638;Null;CO;OUI;Null;Null;Null;Null;149;99.5;Null;113;Null;EPSG:4326;Null;0;3;Null;Null;Null;Null;Null;Null;Null;Null;Null;567;Null;3496;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4349;PARC EOLIEN PROVIDENCE;Null;Null;Null;3497;Null;1.85020048237154;50.3890813474527;Null;CO;OUI;Null;Null;Null;Null;149;99.5;Null;113;Null;EPSG:4326;Null;0;3;Null;Null;Null;Null;Null;Null;Null;Null;Null;568;Null;3497;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4350;PARC EOLIEN PROVIDENCE;Null;Null;Null;3498;Null;1.84700499153266;50.3915096657332;Null;CO;OUI;Null;Null;Null;Null;149;99.5;Null;113;Null;EPSG:4326;Null;0;3;Null;Null;Null;Null;Null;Null;Null;Null;Null;569;Null;3498;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4351;PARC EOLIENSAINT SAINT STANISLAS;Null;Null;Null;3499;Null;1.84414505927111;50.3940469975801;Null;CO;OUI;Null;Null;Null;Null;149;99.5;Null;113;Null;EPSG:4326;Null;0;3;Null;Null;Null;Null;Null;Null;Null;Null;Null;570;Null;3499;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4352;PARC EOLIEN DE GRAINCOURT;Null;Null;Null;3311;Null;705129;7004212;Null;CO;OUI;Null;Null;Null;Null;150;91;Null;Null;Null;EPSG:2154;Null;Null;3;Null;Null;Null;Null;Null;Null;Null;Null;Null;571;Null;3311;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4353;PARC EOLIENSAINT SAINT STANISLAS;Null;Null;Null;3500;Null;1.8418952894473;50.3973040360224;Null;CO;OUI;Null;Null;Null;Null;149;99.5;Null;113;Null;EPSG:4326;Null;0;3;Null;Null;Null;Null;Null;Null;Null;Null;Null;572;Null;3500;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4354;PARC EOLIENSAINT SAINT STANISLAS;Null;Null;Null;3501;Null;1.83974699561032;50.4001125706047;Null;CO;OUI;Null;Null;Null;Null;149;99.5;Null;113;Null;EPSG:4326;Null;0;3;Null;Null;Null;Null;Null;Null;Null;Null;Null;573;Null;3501;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4355;PARC EOLIENSAINT SAINT STANISLAS;Null;Null;Null;3502;Null;1.83754831240457;50.4024639099413;Null;CO;OUI;Null;Null;Null;Null;149;99.5;Null;113;Null;EPSG:4326;Null;0;3;Null;Null;Null;Null;Null;Null;Null;Null;Null;574;Null;3502;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4356;PARC EOLIEN SAINT THOMAS;Null;Null;Null;3503;Null;1.83467844452886;50.4044890331337;Null;CO;OUI;Null;Null;Null;Null;149;99.5;Null;113;Null;EPSG:4326;Null;0;3;Null;Null;Null;Null;Null;Null;Null;Null;Null;575;Null;3503;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4357;PARC EOLIEN SAINT THOMAS;Null;Null;Null;3504;Null;1.83148226365894;50.4067990477707;Null;CO;OUI;Null;Null;Null;Null;149;99.5;Null;113;Null;EPSG:4326;Null;0;3;Null;Null;Null;Null;Null;Null;Null;Null;Null;576;Null;3504;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4358;PARC EOLIEN SAINT THOMAS;Null;Null;Null;3505;Null;1.82770873449382;50.4078603366144;Null;CO;OUI;Null;Null;Null;Null;149;99.5;Null;113;Null;EPSG:4326;Null;0;3;Null;Null;Null;Null;Null;Null;Null;Null;Null;577;Null;3505;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4359;PARC EOLIEN SAINT THOMAS;Null;Null;Null;3506;Null;1.82376871323047;50.4086963872448;Null;CO;OUI;Null;Null;Null;Null;149;99.5;Null;113;Null;EPSG:4326;Null;0;3;Null;Null;Null;Null;Null;Null;Null;Null;Null;578;Null;3506;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4360;PARC EOLIEN DES VALLEES OUEST -;C2127;Null;Null;3917;Null;Null;Null;Null;CO;OUI;Null;Null;Null;Null;150;85;Null;130;Null;Null;Null;99;3.6;Null;Null;Null;Null;Null;Null;Null;Null;Null;584;Null;3917;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4361;PARC EOLIEN DES VALLEES OUEST -;ZC19;Null;Null;3918;Null;Null;Null;Null;CO;OUI;Null;Null;Null;Null;150;85;Null;130;Null;Null;Null;92;3.6;Null;Null;Null;Null;Null;Null;Null;Null;Null;585;Null;3918;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4362;PARC EOLIEN DES VALLEES OUEST -;E60;Null;Null;3919;Null;Null;Null;Null;CO;OUI;Null;Null;Null;Null;150;85;Null;130;Null;Null;Null;83;3.6;Null;Null;Null;Null;Null;Null;Null;Null;Null;586;Null;3919;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4363;PARC EOLIEN DES VALLEES OUEST -;E58;Null;Null;3920;Null;Null;Null;Null;CO;OUI;Null;Null;Null;Null;150;85;Null;130;Null;Null;Null;78.4;3.6;Null;Null;Null;Null;Null;Null;Null;Null;Null;587;Null;3920;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4364;PARC EOLIEN DES VALLEES OUEST -;E56;Null;Null;3921;Null;Null;Null;Null;CO;OUI;Null;Null;Null;Null;150;85;Null;130;Null;Null;Null;87;3.6;Null;Null;Null;Null;Null;Null;Null;Null;Null;588;Null;3921;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4365;PARC EOLIEN DE MOURIEZ;Null;Null;Null;4105;Null;1°55'32'’;50°21'47'’;Null;CO;OUI;Null;Null;Null;Null;150;100;Null;100;Null;WGS84;Null;97;2.35;Null;Null;Null;Null;Null;Null;Null;Null;Null;595;Null;4105;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4366;PARC EOLIEN DE MOURIEZ;Null;Null;Null;4106;Null;1°55'45'’;50°21'32'’;Null;CO;OUI;Null;Null;Null;Null;150;100;Null;100;Null;WGS84;Null;101;2.35;Null;Null;Null;Null;Null;Null;Null;Null;Null;596;Null;4106;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4367;PARC EOLIEN PE3C;ZK 51;Null;Null;644;Null;Null;Null;Null;CO;OUI;Null;Null;Null;Null;120;82;Null;76;Null;Null;Null;255;2.3;Null;Null;Null;Null;Null;Null;Null;Null;Null;609;Null;644;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4368;PARC EOLIEN D’ABLAINZEVELLE;Null;Null;Null;2465;Null;2.74297322801652;50.1581376850007;Null;CO;OUI;Null;Null;Null;Null;135;0;Null;80;Null;EPSG:4326;Null;0;2;Null;Null;Null;Null;Null;Null;Null;Null;Null;610;Null;2465;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4369;PARC EOLIEN DU ROND BUISSON;Null;Null;Null;2466;Null;2.75080253363008;50.1508726120033;Null;CO;OUI;Null;Null;Null;Null;125;0;Null;80;Null;EPSG:4326;Null;0;2;Null;Null;Null;Null;Null;Null;Null;Null;Null;611;Null;2466;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4370;PARC EOLIEN DU ROND BUISSON;Null;Null;Null;2467;Null;2.75056614414415;50.1575902642075;Null;CO;OUI;Null;Null;Null;Null;135;0;Null;80;Null;EPSG:4326;Null;0;2;Null;Null;Null;Null;Null;Null;Null;Null;Null;612;Null;2467;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4371;PARC EOLIEN DU ROND BUISSON;Null;Null;Null;2468;Null;2.74409419313779;50.1484869110399;Null;CO;OUI;Null;Null;Null;Null;125;0;Null;80;Null;EPSG:4326;Null;0;2;Null;Null;Null;Null;Null;Null;Null;Null;Null;613;Null;2468;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4372;PARC EOLIEN DU ROND BUISSON;Null;Null;Null;2469;Null;2.74952632687846;50.1618914075243;Null;CO;OUI;Null;Null;Null;Null;135;0;Null;80;Null;EPSG:4326;Null;0;2;Null;Null;Null;Null;Null;Null;Null;Null;Null;614;Null;2469;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
4373;PARC EOLIEN DU ROND BUISSON;Null;Null;Null;2470;Null;2.74505252707633;50.154184383167;Null;CO;OUI;Null;Null;Null;Null;125;0;Null;80;Null;EPSG:4326;Null;0;2;Null;Null;Null;Null;Null;Null;Null;Null;Null;615;Null;2470;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;AC;REA;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_hauts_de_france
